age,workclass,native_country,marital_status,education_num,occupation,race,hours_per_week,income_bracket,dataframe
41, Self-emp-not-inc, United-States, Married-civ-spouse,9, Prof-specialty, White,40, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Transport-moving, White,65, <=50K,training
60, Private, United-States, Married-civ-spouse,9, Sales, White,65, >50K,training
24, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,50, <=50K,training
58, Local-gov, United-States, Married-civ-spouse,9, Transport-moving, White,48, <=50K,training
61, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
58, Private, United-States, Married-civ-spouse,9, Sales, White,40, >50K,training
35, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
59, Private, United-States, Married-civ-spouse,9, Sales, White,55, <=50K,evaluation
50, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, Black,40, <=50K,training
60, Private, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,prediction
36, Private, United-States, Married-civ-spouse,9, Craft-repair, White,55, >50K,training
42, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,30, <=50K,training
60, Self-emp-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,25, <=50K,training
39, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,60, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,44, >50K,training
38, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
58, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
45, Private, Mexico, Married-civ-spouse,9, Craft-repair, Other,40, <=50K,training
46, Private, United-States, Married-civ-spouse,9, Other-service, Black,40, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,50, <=50K,training
69, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,12, >50K,prediction
52, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,55, >50K,training
58, Private, United-States, Married-civ-spouse,9, Transport-moving, White,60, >50K,training
32, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
26, State-gov, United-States, Married-civ-spouse,9, Protective-serv, White,38, <=50K,training
24, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
47, Private, Japan, Married-civ-spouse,9, Craft-repair, Asian-Pac-Islander,60, <=50K,prediction
29, Private, United-States, Married-civ-spouse,9, Craft-repair, Black,40, <=50K,training
53, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Transport-moving, Amer-Indian-Eskimo,40, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Adm-clerical, Black,40, >50K,training
36, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,prediction
42, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,50, >50K,training
44, Local-gov, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,prediction
75, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,20, <=50K,prediction
64, Private, France, Married-civ-spouse,9, Farming-fishing, White,25, <=50K,prediction
33, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,60, <=50K,evaluation
38, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,55, >50K,training
35, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,prediction
40, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
51, Private, El-Salvador, Married-civ-spouse,9, Other-service, White,40, >50K,training
49, Private, United-States, Married-civ-spouse,9, Transport-moving, Black,40, <=50K,training
21, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,50, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
49, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,45, <=50K,training
25, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
66, Local-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,20, <=50K,training
65, ?, United-States, Married-civ-spouse,9, ?, White,20, <=50K,training
53, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, <=50K,training
27, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,50, <=50K,evaluation
27, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
46, Private, United-States, Married-civ-spouse,9, Sales, White,40, >50K,training
50, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,training
35, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,35, <=50K,training
33, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,60, <=50K,training
46, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, Black,80, >50K,training
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,68, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Craft-repair, White,32, <=50K,training
60, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,60, >50K,training
58, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,72, <=50K,training
40, Private, United-States, Married-civ-spouse,9, Transport-moving, White,35, <=50K,training
44, Private, Mexico, Married-civ-spouse,9, Other-service, White,25, <=50K,training
42, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,42, <=50K,prediction
39, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,70, <=50K,training
46, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,50, >50K,training
58, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
42, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,96, <=50K,evaluation
50, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, >50K,prediction
34, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,45, >50K,training
34, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,50, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
52, ?, United-States, Married-civ-spouse,9, ?, White,35, <=50K,training
25, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
55, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,50, >50K,evaluation
32, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,evaluation
41, Local-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
41, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,45, <=50K,training
40, Private, United-States, Married-civ-spouse,9, Prof-specialty, Amer-Indian-Eskimo,50, <=50K,training
54, Private, United-States, Married-civ-spouse,9, Sales, White,50, >50K,training
49, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,45, <=50K,training
60, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
71, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Craft-repair, White,60, >50K,training
33, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
43, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
28, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
38, Federal-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,42, >50K,training
37, Federal-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
37, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,50, >50K,prediction
43, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, >50K,training
41, Private, United-States, Married-civ-spouse,9, Craft-repair, White,72, >50K,training
50, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, >50K,training
25, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
23, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
30, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
54, Local-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,56, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
40, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
71, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, Amer-Indian-Eskimo,35, <=50K,prediction
51, Federal-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,57, >50K,training
26, Private, United-States, Married-civ-spouse,9, Craft-repair, White,36, <=50K,prediction
60, Private, United-States, Married-civ-spouse,9, Other-service, White,40, >50K,training
65, Private, United-States, Married-civ-spouse,9, Sales, White,18, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Adm-clerical, Black,40, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Transport-moving, White,20, <=50K,training
42, Private, Mexico, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,45, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Transport-moving, White,60, >50K,training
26, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
65, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,55, <=50K,training
37, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,30, <=50K,training
32, ?, United-States, Married-civ-spouse,9, ?, White,5, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,50, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,35, <=50K,training
62, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
66, Self-emp-inc, United-States, Married-civ-spouse,9, Transport-moving, White,50, >50K,training
56, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,evaluation
34, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
39, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, Black,52, >50K,training
56, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,45, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,42, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Sales, White,50, >50K,training
25, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,45, >50K,training
66, State-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
58, Private, United-States, Married-civ-spouse,9, Craft-repair, Black,40, <=50K,evaluation
47, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
54, Private, United-States, Married-civ-spouse,9, Craft-repair, White,44, <=50K,training
28, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, >50K,training
57, Private, United-States, Married-civ-spouse,9, Other-service, White,78, <=50K,training
23, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, <=50K,training
46, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
61, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,prediction
55, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,53, >50K,training
21, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,evaluation
46, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,55, <=50K,training
48, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
36, Private, United-States, Married-civ-spouse,9, Craft-repair, White,48, >50K,training
34, Private, United-States, Married-civ-spouse,9, Transport-moving, Amer-Indian-Eskimo,52, <=50K,training
21, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
